100.5,0.5,540.37,0.034075,0.014406,0.006775,0.8,0.11769,0.013711,0.0072883,0.027728,20.161,0.60116,2.1846e+06,0.16381,0.014736,-0.6895,0.19847
100.5,0.5,416.5,0.0305,0,0,1,0.0667,0.00885,0,0.02471,19.293,0.60075,3195,0.1265,0.01125,-0.71429,0.18474
3333.2,0.25,1.6348e+05,0.00096964,0.001058,0.0013527,0.56,0.022767,0.00023742,0.0002938,0.00025522,31.722,0.0085239,1.0028e+14,0.035917,0.00020996,0.058489,0.0075231
57.734,0.5,404.32,0.031139,0.032526,0.036779,0.74833,0.15089,0.015408,0.01714,0.015976,5.6322,0.092325,1.0014e+07,0.18952,0.01449,0.24184,0.086736
1,0,38,0.0094,0,0,0,0.0056,0,0,0,8.111,0.2712,0,0,0,-1.5,0
200,1,2345,0.3536,0.1429,0.4,4,1.0769,0.09596,0.16981,0.10698,41.857,0.8947,5.39e+07,0.875,0.0909,0.25,0.57143
199,1,2307,0.3442,0.1429,0.4,4,1.0713,0.09596,0.16981,0.10698,33.746,0.6235,5.39e+07,0.875,0.0909,1.75,0.57143
100,1,488,0.01225,0,0,1,0.0927,0.0186,0.00711,0.021995,6.7155,0.1252,18200,0.1062,0.01615,0.31039,0.10042
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
