1,0,1009,0.0358,0.0175,0.0000,3,0.4035,0.01388,0.00793,0.01883,17.702,0.4995,63666,0.0588,0.0188,-0.61702
2,0,1083,0.0352,0.0000,0.0000,1,0.5526,0.01293,0.00000,0.02955,28.500,0.4783,83,0.0577,0.0139,-0.86842
3,1,64,0.0264,0.0000,0.0000,2,0.2500,0.00000,0.00000,0.04688,16.000,0.8594,0,0.0714,0.0000,-1.00000
4,0,571,0.0282,0.0000,0.0000,0,0.1765,0.01226,0.01401,0.01926,16.794,0.5972,0,0.0217,0.0035,-0.55172
5,0,736,0.0250,0.0000,0.0000,1,0.0400,0.00136,0.00000,0.04212,29.440,0.5476,13600,0.1053,0.0489,-0.72000
6,0,1384,0.0332,0.0000,0.0000,2,0.0109,0.00650,0.00145,0.02818,15.043,0.4574,7600,0.1222,0.0094,-0.72222
7,0,751,0.0258,0.0000,0.0000,1,0.0345,0.00666,0.00533,0.01065,25.897,0.5433,9200,0.0563,0.0253,-0.72414
8,0,785,0.0246,0.0000,0.0000,1,0.0238,0.02548,0.00000,0.08025,18.690,0.5452,4660,0.0769,0.0153,-0.82927
9,1,491,0.0369,0.0000,0.0000,0,0.0323,0.02444,0.00000,0.01222,15.839,0.6008,0,0.1222,0.0163,-0.75000
10,1,432,0.0455,0.0000,0.0000,1,0.0714,0.00463,0.00000,0.01157,30.857,0.5972,84,0.1556,0.0116,-0.50000
11,1,320,0.0383,0.0000,0.0000,1,0.0588,0.00625,0.00000,0.02500,18.824,0.6656,84,0.1385,0.0031,-1.07143
12,1,714,0.0246,0.0294,0.0000,1,0.0294,0.00000,0.00000,0.02381,21.000,0.5308,9,0.8252,0.0014,-0.81818
13,1,710,0.0110,0.0313,0.0000,1,0.0313,0.01127,0.00000,0.01690,22.188,0.5423,9,0.7955,0.0099,-0.56250
14,0,347,0.0175,0.0714,0.0000,1,0.0714,0.00576,0.00000,0.02594,24.786,0.5850,99100,0.0159,0.0086,-0.71429
15,0,685,0.0239,0.0000,0.0000,1,0.0286,0.00146,0.00876,0.03942,19.571,0.6044,17500,0.0417,0.0029,-0.72727
16,0,1008,0.0253,0.0000,0.0000,1,0.0213,0.01190,0.00397,0.05357,21.447,0.5377,20000,0.0800,0.0030,-0.42500
17,0,247,0.0301,0.0000,0.0000,0,0.3333,0.00000,0.00000,0.02024,20.583,0.6518,0,0.0526,0.0040,-0.83333
18,0,799,0.0424,0.0000,0.0000,2,0.0189,0.00501,0.00000,0.02503,15.075,0.5131,4010,0.1481,0.0100,-0.57143
19,0,405,0.0362,0.0000,0.0000,1,0.0476,0.02469,0.00494,0.04198,19.286,0.6296,8820,0.0536,0.0420,-0.71429
20,0,430,0.0345,0.0000,0.0000,0,0.0400,0.01860,0.00930,0.04186,17.200,0.5628,0,0.0633,0.0326,-0.59091
21,0,806,0.0342,0.0000,0.0000,1,0.0189,0.00124,0.00248,0.01241,15.208,0.5149,3840,0.1475,0.0248,-0.80556
22,0,685,0.0318,0.0000,0.0000,1,0.0256,0.00584,0.00000,0.02336,17.564,0.5431,8980,0.1757,0.0146,-0.63333
23,0,414,0.0236,0.0000,0.0000,1,0.0500,0.01208,0.00000,0.01932,20.700,0.6208,5050,0.1522,0.0072,-1.00000
24,1,458,0.0329,0.0000,0.0000,0,0.0370,0.00437,0.00873,0.02402,16.963,0.6201,0,0.8500,0.0109,-0.50000
25,0,543,0.0261,0.0000,0.0690,1,0.0345,0.01657,0.00000,0.00552,18.724,0.5378,42,0.0463,0.0092,-0.72727
26,0,123,0.0312,0.0000,0.0000,0,0.1667,0.00000,0.00000,0.04065,20.500,0.7805,0,0.0806,0.0407,-1.00000
27,0,238,0.0334,0.0000,0.0000,1,0.5833,0.02521,0.02521,0.05042,19.833,0.6639,61,0.0167,0.0000,-0.72727
28,0,377,0.0273,0.0000,0.0000,1,0.3529,0.02122,0.00000,0.01857,22.176,0.6366,12100,0.0333,0.0000,-0.70588
29,0,380,0.0385,0.0000,0.0000,2,0.2353,0.01053,0.00000,0.04737,22.353,0.5974,3715,0.0380,0.0105,-0.85714
30,0,365,0.0294,0.0000,0.0000,2,0.6429,0.01370,0.00000,0.01370,26.071,0.6164,22,0.0253,0.0137,-1.18182
31,0,1598,0.0225,0.0000,0.0000,4,0.0860,0.02879,0.00375,0.03254,17.183,0.4643,12,0.0460,0.0031,-0.59770
32,0,1202,0.0289,0.0366,0.0000,2,0.0122,0.00499,0.00666,0.05241,14.659,0.5632,12,0.0139,0.0083,-0.72464
33,0,1005,0.0258,0.0000,0.0000,1,0.0204,0.00597,0.03980,0.02488,20.510,0.5532,14900,0.1786,0.0239,-0.51163
34,0,1371,0.0219,0.0000,0.0000,1,0.0167,0.00219,0.00000,0.01605,22.850,0.4216,4440,0.1639,0.0226,-0.93878
35,0,798,0.0301,0.0000,0.0000,2,0.0135,0.00000,0.00000,0.02256,10.784,0.4699,31,0.1250,0.0401,-0.89655
36,1,438,0.0138,0.0000,0.0000,0,0.0400,0.00000,0.08219,0.00457,17.520,0.5023,0,0.1000,0.0046,0.25000
37,0,1246,0.0184,0.0000,0.0000,1,0.0185,0.00000,0.00000,0.01846,23.074,0.4815,13800,0.1277,0.0040,-0.76923
38,0,652,0.0237,0.1429,0.0000,0,0.0286,0.00000,0.00000,0.03067,18.629,0.5521,0,0.1111,0.0000,-0.68571
39,0,2145,0.0144,0.0620,0.0000,1,0.0078,0.00932,0.00186,0.02191,16.628,0.2746,12800,0.1094,0.0131,-0.41071
40,1,295,0.0218,0.0000,0.0000,0,0.0909,0.03051,0.00000,0.01017,26.818,0.6475,0,0.1556,0.0068,-1.00000
41,1,149,0.0280,0.0000,0.0000,0,0.2500,0.02013,0.00000,0.04027,37.250,0.7584,0,0.1579,0.0000,0.00000
42,1,215,0.0279,0.0000,0.0000,0,0.0833,0.04651,0.00000,0.02791,17.917,0.6512,0,0.1500,0.0140,-0.41667
43,1,174,0.0220,0.0000,0.0000,0,0.1000,0.00000,0.00000,0.05172,17.400,0.6494,0,0.1519,0.0115,-0.71429
