44,1,277,0.0253,0.0000,0.0000,0,0.0588,0.01083,0.02166,0.01444,16.294,0.6823,0,0.4091,0.0036,-1.09091
45,1,187,0.0190,0.0000,0.0000,0,0.1000,0.00535,0.00000,0.04813,18.700,0.7005,0,0.1429,0.0053,-0.87500
46,1,287,0.0190,0.0952,0.0000,0,0.0476,0.04878,0.01394,0.02439,13.667,0.6864,0,0.1429,0.0105,-0.36842
47,1,249,0.0234,0.0000,0.0000,0,0.0909,0.01205,0.04418,0.01606,22.636,0.6867,0,0.1688,0.0000,-0.45455
48,1,182,0.0209,0.0000,0.0000,0,0.0909,0.02747,0.00000,0.01648,16.545,0.7308,0,0.1395,0.0110,-0.45455
49,1,164,0.0155,0.0000,0.0000,0,0.1111,0.01220,0.00000,0.00610,18.222,0.6768,0,0.2025,0.0122,-0.25000
50,1,265,0.0262,0.0000,0.0000,0,0.0714,0.00000,0.16981,0.02642,18.929,0.6415,0,0.1829,0.0075,-0.53846
51,1,175,0.0337,0.0000,0.0000,0,0.0909,0.04000,0.00000,0.01143,15.909,0.6971,0,0.1774,0.0000,-0.88889
52,1,211,0.0128,0.0000,0.0000,0,0.1429,0.02844,0.00000,0.01896,30.143,0.6351,0,0.1346,0.0142,-0.71429
53,1,259,0.0198,0.1176,0.0000,0,0.0588,0.05792,0.00000,0.01544,15.235,0.6564,0,0.1618,0.0039,-0.35294
54,1,206,0.0261,0.0000,0.0000,0,0.1000,0.00000,0.00000,0.01942,20.600,0.6796,0,0.1500,0.0097,-1.00000
55,1,242,0.0347,0.0000,0.0000,0,0.0833,0.02893,0.00826,0.01653,20.167,0.6240,0,0.1571,0.0041,-0.83333
56,1,561,0.0289,0.0385,0.0385,0,0.0385,0.03030,0.01426,0.00357,21.577,0.6007,0,0.1481,0.0196,-0.68182
57,0,616,0.0271,0.0000,0.0000,1,0.0217,0.00812,0.00649,0.02110,13.391,0.5682,5,0.1250,0.0130,-0.75000
58,0,967,0.0263,0.0000,0.0000,1,0.0213,0.00310,0.00207,0.01965,20.574,0.5160,1,0.1525,0.0031,-0.82051
59,0,1382,0.0311,0.0230,0.0000,1,0.0115,0.01447,0.00434,0.03546,15.885,0.4993,10800,0.1698,0.0014,-0.41538
60,0,904,0.0406,0.0147,0.0000,2,0.0147,0.00885,0.00221,0.01991,13.294,0.5420,3745,0.1167,0.0022,-0.56757
61,0,1313,0.0360,0.0169,0.0000,0,0.4576,0.00381,0.00000,0.02894,22.254,0.4882,0,0.0513,0.0251,-0.67797
62,0,521,0.0389,0.0417,0.0000,1,0.0417,0.00192,0.00384,0.01536,21.708,0.5777,3,0.1200,0.0499,-0.70833
63,0,446,0.0280,0.0000,0.0000,1,0.1905,0.00673,0.00448,0.02915,21.238,0.5807,9050,0.0377,0.0067,-0.66667
64,0,329,0.0436,0.0000,0.0000,1,0.3889,0.00608,0.00608,0.03951,18.278,0.6018,3250,0.0943,0.0030,-0.72222
65,0,396,0.0397,0.0000,0.0000,1,0.0588,0.00505,0.01010,0.00758,23.294,0.5530,86,0.1250,0.0126,-0.92308
66,0,207,0.0342,0.0000,0.0000,1,0.0769,0.00000,0.00000,0.02415,15.923,0.6908,6980,0.1739,0.0242,-0.88889
67,0,899,0.0288,0.0139,0.0000,1,0.0139,0.01224,0.00000,0.02447,12.486,0.5384,34300,0.1111,0.0345,-0.72727
68,0,160,0.0285,0.0000,0.0000,0,0.1111,0.00000,0.00000,0.03125,17.778,0.6875,0,0.1379,0.0188,-0.57143
69,1,239,0.0464,0.0000,0.0000,1,0.0769,0.01255,0.00000,0.01255,18.385,0.6318,46,0.1389,0.0167,0.07692
70,1,176,0.0612,0.0000,0.0000,1,0.1000,0.00000,0.00000,0.02273,17.600,0.6648,23,0.1964,0.0057,-0.37500
71,1,184,0.0422,0.0000,0.0000,1,0.1000,0.00000,0.00000,0.03804,18.400,0.7446,0,0.1867,0.0217,-0.20000
72,1,153,0.0436,0.1000,0.0000,1,0.1000,0.00654,0.00000,0.04575,15.300,0.7320,15,0.1333,0.0261,-0.60000
73,1,131,0.0634,0.0000,0.0000,1,0.1250,0.03053,0.01527,0.04580,16.375,0.7481,44,0.1566,0.0534,-0.75000
74,0,622,0.0212,0.0000,0.0000,1,0.1786,0.00000,0.00000,0.01929,22.214,0.5868,43700,0.0513,0.0113,-0.67857
75,0,459,0.0406,0.1429,0.0000,0,0.1905,0.02614,0.00000,0.02179,21.857,0.5556,0,0.1077,0.0174,-0.80952
76,0,579,0.0493,0.0333,0.0000,2,0.4667,0.04836,0.00000,0.01900,19.300,0.2712,9350,0.0814,0.0294,-0.61538
77,0,1170,0.0408,0.0000,0.0000,2,0.2881,0.00855,0.00000,0.01709,19.831,0.4897,8100,0.0588,0.0385,-0.87037
78,0,300,0.0311,0.0000,0.0000,1,0.5500,0.01333,0.04000,0.03000,15.000,0.6167,27,0.0968,0.0067,-0.10526
79,0,805,0.0417,0.0294,0.0000,3,0.1176,0.00248,0.00497,0.01739,23.676,0.5503,29,0.0482,0.0124,-0.96774
80,0,718,0.0362,0.0000,0.0000,3,0.2059,0.00696,0.00000,0.03621,21.118,0.5376,0,0.0761,0.0181,-0.65517
81,0,411,0.0362,0.0800,0.0000,1,0.2000,0.00487,0.00973,0.01460,16.440,0.5523,81,0.0580,0.0049,-0.85000
82,0,555,0.0287,0.0000,0.0000,1,0.1290,0.00000,0.00000,0.04865,17.903,0.5676,15400,0.0333,0.0072,-0.64286
83,0,1057,0.0306,0.0392,0.0000,2,0.4118,0.01135,0.00000,0.04920,20.725,0.5014,36,0.0484,0.0303,-0.83673
84,0,705,0.0220,0.0000,0.0000,0,0.0333,0.01418,0.01135,0.01702,23.500,0.5163,0,0.2000,0.0014,-1.05000
85,1,533,0.0278,0.0000,0.0000,0,0.0625,0.00000,0.00000,0.00375,33.313,0.6041,0,0.0381,0.0000,-1.16667
86,1,403,0.0346,0.0000,0.0000,0,0.0909,0.00000,0.00000,0.00744,36.636,0.6576,0,0.1250,0.0074,-1.00000
87,1,293,0.0342,0.0000,0.0000,0,0.1429,0.00000,0.00000,0.00683,41.857,0.6280,0,0.0593,0.0000,-0.87500
88,1,850,0.0388,0.0208,0.0208,1,0.0208,0.01882,0.01176,0.03647,17.708,0.5047,7830,0.0723,0.0282,-0.86364
89,1,231,0.0460,0.0000,0.0000,0,0.0769,0.00433,0.00000,0.02165,17.769,0.6061,0,0.0583,0.0000,-0.66667
90,1,236,0.0322,0.0000,0.0000,0,0.0769,0.00000,0.02542,0.00424,18.154,0.6525,0,0.0494,0.0127,-0.87500
91,1,702,0.0270,0.1176,0.0000,0,0.0294,0.00997,0.00000,0.02991,20.647,0.5071,0,0.0559,0.0014,-0.82759
92,1,231,0.0363,0.0000,0.0000,0,0.1111,0.00000,0.00000,0.01299,25.667,0.6277,0,0.0606,0.0173,-1.00000
93,1,432,0.0250,0.0000,0.0000,1,0.0556,0.02315,0.00000,0.03009,24.000,0.5671,15900,0.0741,0.0000,-0.47059
94,1,108,0.0261,0.0000,0.0000,0,0.3333,0.00000,0.05556,0.01852,36.000,0.7870,0,0.0695,0.0185,0.00000
95,1,165,0.0267,0.0000,0.0000,0,0.2500,0.00000,0.00000,0.01212,41.250,0.7455,0,0.0757,0.0909,-1.50000
96,1,498,0.0275,0.0000,0.0000,0,0.0625,0.00201,0.00402,0.05221,31.125,0.5944,0,0.0749,0.0502,-0.87500
97,1,620,0.0356,0.0000,0.0000,1,0.0357,0.00323,0.00323,0.04355,22.143,0.5403,126000,0.0882,0.0387,-0.42857
98,1,138,0.0421,0.0000,0.0000,0,0.1000,0.00000,0.00000,0.02899,13.800,0.7101,0,0.0791,0.0000,-0.66667
99,1,1017,0.0203,0.0000,0.2308,0,0.0256,0.00885,0.02950,0.00197,26.077,0.5093,0,0.0662,0.0010,-0.87179
100,1,444,0.0279,0.0000,0.0000,0,0.0476,0.02252,0.00000,0.03829,21.143,0.5923,0,0.0667,0.0023,-0.77778
101,1,1289,0.0342,0.0000,0.0000,2,0.4082,0.00698,0.00310,0.05043,26.306,0.4282,48,0.1158,0.0225,-0.93617
102,0,419,0.0601,0.0000,0.0000,1,0.1500,0.00000,0.01432,0.00477,20.950,0.5967,0,0.0000,0.0095,-0.80000
103,0,374,0.0214,0.0370,0.0000,1,0.1852,0.00267,0.02139,0.01070,13.852,0.6283,7880,0.0182,0.0107,-0.55000
104,0,227,0.0204,0.0000,0.0000,1,0.0909,0.00000,0.00000,0.01322,20.636,0.7357,53,0.1262,0.0220,-0.30000
105,0,345,0.0343,0.0000,0.0000,0,0.0625,0.00000,0.00000,0.02029,21.563,0.6812,0,0.1563,0.0232,-0.64286
106,1,187,0.0402,0.0000,0.0000,0,0.0833,0.01070,0.02139,0.02139,15.583,0.6684,0,0.1600,0.0160,-0.25000
107,1,338,0.0255,0.0000,0.0000,1,0.0625,0.01775,0.00000,0.00888,21.125,0.6036,54,0.2299,0.0089,-0.68750
108,1,194,0.0178,0.0000,0.0000,1,0.1429,0.00000,0.00000,0.05670,27.714,0.7113,58,0.2742,0.0103,-0.71429
109,1,237,0.0127,0.0000,0.0000,1,0.0667,0.00000,0.02532,0.00000,15.800,0.6245,25,0.4074,0.0000,-0.20000
110,1,364,0.0409,0.0000,0.0000,0,0.0667,0.00000,0.00000,0.01374,24.267,0.6154,0,0.0526,0.0165,-0.85714
111,0,681,0.0364,0.0465,0.0000,3,0.0465,0.00000,0.00000,0.02056,15.837,0.5272,2203,0.1724,0.0206,-0.60606
112,0,196,0.0213,0.0000,0.0000,1,0.2222,0.01531,0.00000,0.04082,21.778,0.6735,40300,0.0400,0.0000,-1.00000
113,0,528,0.0217,0.0000,0.0000,1,0.0400,0.00379,0.00000,0.03977,21.120,0.5473,40700,0.0159,0.0019,-0.42857
114,0,913,0.0322,0.0000,0.0000,2,0.0816,0.00000,0.00438,0.00657,18.633,0.5104,2950,0.1528,0.0011,-0.61905
115,0,488,0.0328,0.0000,0.0000,1,0.0909,0.00000,0.00000,0.01025,22.182,0.4775,19700,0.0390,0.0000,-0.94118
116,1,209,0.0177,0.0000,0.0000,1,0.0833,0.00957,0.00957,0.02392,17.417,0.6507,12400,0.1667,0.0000,-0.75000
117,1,200,0.0304,0.0000,0.0000,1,0.1000,0.01000,0.00000,0.04500,20.000,0.7100,58,0.1633,0.0200,-0.90000
118,1,195,0.0366,0.1000,0.0000,0,0.1000,0.00000,0.00000,0.02564,19.500,0.6872,0,0.3220,0.0308,-0.50000
119,1,224,0.0272,0.0000,0.0000,1,0.1111,0.00446,0.02679,0.04018,24.889,0.7143,58,0.2759,0.0134,-0.77778
120,1,269,0.0271,0.0000,0.0000,1,0.0833,0.02974,0.00000,0.01487,22.417,0.5985,58,0.3514,0.0112,-0.66667
121,1,683,0.0395,0.0000,0.0000,0,0.0172,0.02196,0.01171,0.03514,11.776,0.5432,0,0.8058,0.0176,-0.72414
122,1,567,0.0189,0.0333,0.0667,1,0.0333,0.03175,0.02998,0.03175,18.900,0.5626,5240,0.2124,0.0018,-0.46429
123,1,360,0.0249,0.0625,0.0000,0,0.0625,0.01111,0.00000,0.01667,22.500,0.6444,0,0.8596,0.0111,-0.93333
124,1,116,0.0407,0.0000,0.0000,0,0.1250,0.00000,0.00000,0.02586,14.500,0.7069,0,0.8148,0.0345,-0.85714
125,1,312,0.0366,0.0000,0.0000,0,0.0500,0.05449,0.01923,0.05128,15.600,0.6699,0,0.1959,0.0096,-0.55000
126,0,1439,0.0333,0.0000,0.0000,2,0.0099,0.01320,0.00695,0.03058,14.248,0.4649,8500,0.1207,0.0167,-0.44262
127,0,74,0.0556,0.0000,0.0000,1,0.2857,0.04054,0.00000,0.01351,10.571,0.7703,30400,0.0317,0.0270,-1.00000
128,0,367,0.0213,0.0625,0.0000,1,0.3750,0.03270,0.00545,0.04632,22.938,0.6485,5230,0.1077,0.0000,-0.69231
129,0,73,0.0412,0.0000,0.0000,1,0.1111,0.00000,0.00000,0.01370,8.111,0.8356,7140,0.1538,0.0000,-1.00000
130,0,1121,0.0284,0.0000,0.0000,1,0.0204,0.00357,0.00000,0.02052,22.878,0.5361,48,0.1667,0.0054,-0.95349
131,0,1085,0.0337,0.0000,0.0000,1,0.0244,0.00645,0.00000,0.03779,26.463,0.4986,12500,0.0476,0.0249,-0.68293
132,0,460,0.0261,0.0000,0.0000,2,0.0313,0.02174,0.00000,0.03261,14.375,0.5196,424,0.1379,0.0022,-0.76471
133,0,1480,0.0279,0.0128,0.0256,1,0.0128,0.00473,0.00405,0.05405,18.974,0.4858,20500,0.0606,0.0027,-0.67188
134,0,319,0.0242,0.0000,0.0500,0,0.4000,0.01881,0.00627,0.05956,15.950,0.6364,0,0.0345,0.0031,-0.41176
135,0,442,0.0480,0.0000,0.0000,1,0.0333,0.01357,0.02715,0.02941,14.733,0.6244,2970,0.1507,0.0023,-0.77778
136,1,275,0.0588,0.0000,0.0000,0,0.0556,0.00364,0.00727,0.01091,15.278,0.5673,0,0.1452,0.0036,-0.16667
137,1,775,0.0240,0.0000,0.0000,0,0.0222,0.02065,0.05161,0.04645,17.222,0.5768,0,0.2179,0.0258,-0.41463
138,1,227,0.0329,0.0625,0.0000,0,0.0625,0.00441,0.00000,0.00881,14.188,0.6784,0,0.1084,0.0088,-0.50000
139,1,344,0.0335,0.1111,0.0000,0,0.0556,0.01453,0.00581,0.04942,19.111,0.6017,0,0.7895,0.0116,-0.57143
140,1,252,0.0388,0.0000,0.0000,0,0.0667,0.02381,0.00000,0.07143,16.800,0.6627,0,0.8684,0.0317,-0.26667
