1,0,1009,0.0358,0.0213,0.0000,3,0.4894,0.01388,0.00793,0.01883,21.468,0.4995,74333,0.0588,0.0188,-0.61702,0.11397,0.00000,0.00000,0.00396,0.00198,0.00198,0.00099
2,0,1083,0.0352,0.0000,0.0000,1,0.5526,0.01293,0.00000,0.02955,28.500,0.4783,85,0.0577,0.0139,-0.86842,0.21699,0.00277,0.02857,0.00462,0.00462,0.00000,0.00000
3,1,64,0.0264,0.0000,0.0000,2,0.2500,0.00000,0.00000,0.04688,16.000,0.8594,21250,0.0714,0.0000,-1.00000,0.17188,0.00000,0.00000,0.00000,0.00000,0.00000,0.01563
4,0,571,0.0282,0.0000,0.0000,0,0.2069,0.01226,0.01401,0.01926,19.690,0.5972,0,0.0217,0.0035,-0.55172,0.14011,0.00175,0.02439,0.00350,0.00000,0.00350,0.00000
5,0,736,0.0250,0.0000,0.0000,1,0.0400,0.00136,0.00000,0.04212,29.440,0.5476,13400,0.1053,0.0489,-0.72000,0.29755,0.00000,0.00000,0.01087,0.00951,0.00136,0.00136
6,0,1384,0.0332,0.0000,0.0000,2,0.0185,0.00650,0.00145,0.02818,25.630,0.4574,7350,0.1222,0.0094,-0.72222,0.15173,0.00000,0.00000,0.00361,0.00145,0.00217,0.00072
7,0,751,0.0258,0.0000,0.0000,1,0.0345,0.00666,0.00533,0.01065,25.897,0.5433,8900,0.0563,0.0253,-0.72414,0.24634,0.00133,0.01587,0.01598,0.00799,0.00799,0.00399
8,0,785,0.0246,0.0000,0.0000,1,0.0244,0.02548,0.00000,0.08025,19.146,0.5452,6250,0.0769,0.0153,-0.82927,0.16433,0.00382,0.07317,0.00510,0.00510,0.00000,0.00127
9,1,491,0.0369,0.0000,0.0000,0,0.0500,0.02444,0.00000,0.01222,24.550,0.6008,0,0.1222,0.0163,-0.75000,0.27902,0.00204,0.02439,0.00000,0.00000,0.00000,0.00204
10,1,432,0.0455,0.0000,0.0000,1,0.0714,0.00463,0.00000,0.01157,30.857,0.5972,51800000,0.1556,0.0116,-0.50000,0.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
11,1,320,0.0383,0.0000,0.0000,1,0.0714,0.00625,0.00000,0.02500,22.857,0.6656,51700000,0.1385,0.0031,-1.07143,0.15313,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,1,714,0.0246,0.0303,0.0000,1,0.0303,0.00000,0.00000,0.02381,21.636,0.5308,52900000,0.8252,0.0014,-0.81818,0.30252,0.00000,0.00000,0.00840,0.00000,0.00840,0.00420
13,1,710,0.0110,0.0313,0.0000,1,0.0313,0.01127,0.00000,0.01690,22.188,0.5423,52700000,0.7955,0.0099,-0.56250,0.36056,0.00141,0.01031,0.00563,0.00000,0.00563,0.00141
14,0,347,0.0175,0.0714,0.0000,1,0.0714,0.00576,0.00000,0.02594,24.786,0.5850,127000,0.0159,0.0086,-0.71429,0.17867,0.00000,0.00000,0.00288,0.00288,0.00000,0.00288
15,0,685,0.0239,0.0000,0.0000,1,0.0303,0.00146,0.00876,0.03942,20.758,0.6044,18300,0.0417,0.0029,-0.72727,0.11387,0.00000,0.00000,0.00876,0.00292,0.00584,0.00292
16,0,1008,0.0253,0.0000,0.0000,1,0.0250,0.01190,0.00397,0.05357,25.200,0.5377,18700,0.0800,0.0030,-0.42500,0.16865,0.00198,0.02778,0.00595,0.00496,0.00099,0.00099
17,0,247,0.0301,0.0000,0.0000,0,0.3333,0.00000,0.00000,0.02024,20.583,0.6518,0,0.0526,0.0040,-0.83333,0.06883,0.00000,0.00000,0.00405,0.00000,0.00405,0.00405
18,0,799,0.0424,0.0000,0.0000,2,0.0286,0.00501,0.00000,0.02503,22.829,0.5131,3895,0.1481,0.0100,-0.57143,0.20901,0.00375,0.04348,0.00000,0.00000,0.00000,0.00125
19,0,405,0.0362,0.0000,0.0000,1,0.0476,0.02469,0.00494,0.04198,19.286,0.6296,11900,0.0536,0.0420,-0.71429,0.33333,0.00000,0.00000,0.00741,0.00741,0.00000,0.00494
20,0,430,0.0345,0.0000,0.0000,0,0.0455,0.01860,0.00930,0.04186,19.545,0.5628,0,0.0633,0.0326,-0.59091,0.23488,0.00465,0.08000,0.00233,0.00233,0.00000,0.00465
21,0,806,0.0342,0.0000,0.0000,1,0.0278,0.00124,0.00248,0.01241,22.389,0.5149,8280,0.1475,0.0248,-0.80556,0.25062,0.00000,0.00000,0.00993,0.00620,0.00372,0.00124
22,0,685,0.0318,0.0000,0.0000,1,0.0333,0.00584,0.00000,0.02336,22.833,0.5431,9260,0.1757,0.0146,-0.63333,0.14453,0.00292,0.03333,0.00876,0.00438,0.00438,0.00292
23,0,414,0.0236,0.0000,0.0000,1,0.0625,0.01208,0.00000,0.01932,25.875,0.6208,5310,0.1522,0.0072,-1.00000,0.14493,0.00725,0.07692,0.00725,0.00000,0.00725,0.00725
24,1,458,0.0329,0.0000,0.0000,0,0.0500,0.00437,0.00873,0.02402,22.900,0.6201,0,0.8500,0.0109,-0.50000,0.19869,0.00218,0.03571,0.00873,0.00000,0.00873,0.00218
25,0,543,0.0261,0.0000,0.0909,1,0.0455,0.01657,0.00000,0.00552,24.682,0.5378,26200000,0.0463,0.0092,-0.72727,0.12155,0.00000,0.00000,0.00737,0.00184,0.00552,0.00552
26,0,123,0.0312,0.0000,0.0000,0,0.1667,0.00000,0.00000,0.04065,20.500,0.7805,0,0.0806,0.0407,-1.00000,0.11382,0.00000,0.00000,0.04065,0.03252,0.00813,0.00000
27,0,238,0.0334,0.0000,0.0000,1,0.6364,0.02521,0.02521,0.05042,21.636,0.6639,55,0.0167,0.0000,-0.72727,0.13025,0.00000,0.00000,0.00840,0.00840,0.00000,0.00000
28,0,377,0.0273,0.0000,0.0000,1,0.3529,0.02122,0.00000,0.01857,22.176,0.6366,11400,0.0333,0.0000,-0.70588,0.15915,0.00265,0.02564,0.01857,0.01857,0.00000,0.00000
29,0,380,0.0385,0.0000,0.0000,2,0.2857,0.01053,0.00000,0.04737,27.143,0.5974,4455,0.0380,0.0105,-0.85714,0.19211,0.00000,0.00000,0.01842,0.01842,0.00000,0.00263
30,0,365,0.0294,0.0000,0.0000,2,0.8182,0.01370,0.00000,0.01370,33.182,0.6164,1180,0.0253,0.0137,-1.18182,0.29315,0.00000,0.00000,0.01096,0.01096,0.00000,0.00548
31,0,1598,0.0225,0.0000,0.0000,4,0.0920,0.02879,0.00375,0.03254,18.368,0.4643,3775,0.0460,0.0031,-0.59770,0.12390,0.00188,0.03947,0.00188,0.00188,0.00000,0.00125
32,0,1202,0.0289,0.0435,0.0000,2,0.0145,0.00499,0.00666,0.05241,17.420,0.5632,6250,0.0139,0.0083,-0.72464,0.26705,0.00083,0.01190,0.00666,0.00666,0.00000,0.00166
33,0,1005,0.0258,0.0000,0.0000,1,0.0233,0.00597,0.03980,0.02488,23.372,0.5532,15100,0.1786,0.0239,-0.51163,0.21095,0.00199,0.02198,0.00100,0.00498,0.00100,0.00199
34,0,1371,0.0219,0.0000,0.0000,1,0.0204,0.00219,0.00000,0.01605,27.980,0.4216,4770,0.1639,0.0226,-0.93878,0.11524,0.00219,0.04688,0.00073,0.00438,0.00073,0.00073
35,0,798,0.0301,0.0000,0.0000,2,0.0345,0.00000,0.00000,0.02256,27.517,0.4699,32,0.1250,0.0401,-0.89655,0.17920,0.00125,0.02273,0.00125,0.00501,0.00000,0.00251
36,1,438,0.0138,0.0000,0.0000,0,0.0417,0.00000,0.08219,0.00457,18.250,0.5023,0,0.1000,0.0046,0.25000,0.20091,0.00228,0.02439,0.00000,0.00000,0.00000,0.00228
37,0,1246,0.0184,0.0000,0.0000,1,0.0192,0.00000,0.00000,0.01846,23.962,0.4815,14100,0.1277,0.0040,-0.76923,0.35634,0.00321,0.02778,0.00080,0.00161,0.00000,0.00080
38,0,652,0.0237,0.1429,0.0000,0,0.0286,0.00000,0.00000,0.03067,18.629,0.5521,0,0.1111,0.0000,-0.68571,0.38497,0.00000,0.00000,0.00153,0.00307,0.00000,0.00307
39,0,2145,0.0144,0.0714,0.0000,1,0.0089,0.00932,0.00186,0.02191,19.152,0.2746,12900,0.1094,0.0131,-0.41071,0.22284,0.00000,0.00000,0.00047,0.00326,0.00140,0.00093
40,1,295,0.0218,0.0000,0.0000,0,0.0909,0.03051,0.00000,0.01017,26.818,0.6475,0,0.1556,0.0068,-1.00000,0.24068,0.00678,0.07143,0.00000,0.00000,0.00000,0.00339
41,1,149,0.0280,0.0000,0.0000,0,0.2500,0.02013,0.00000,0.04027,37.250,0.7584,0,0.1579,0.0000,0.00000,0.16107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00671
42,1,215,0.0279,0.0000,0.0000,0,0.0833,0.04651,0.00000,0.02791,17.917,0.6512,0,0.1500,0.0140,-0.41667,0.26047,0.00465,0.05263,0.00000,0.00000,0.00000,0.00465
43,1,174,0.0220,0.0000,0.0000,0,0.1429,0.00000,0.00000,0.05172,24.857,0.6494,0,0.1519,0.0115,-0.71429,0.13793,0.00575,0.10000,0.00000,0.00000,0.00000,0.00575
44,1,277,0.0253,0.0000,0.0000,0,0.0909,0.01083,0.02166,0.01444,25.182,0.6823,0,0.4091,0.0036,-1.09091,0.21661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00361
45,1,187,0.0190,0.0000,0.0000,0,0.1250,0.00535,0.00000,0.04813,23.375,0.7005,0,0.1429,0.0053,-0.87500,0.08556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00535
