360;0,0249;0,0667;0;0;0,0667;0,01111;0;0,01667;24;0,6444;0;0,8596;0,0111;-0,93333;0,225;0,00278;0,04545;0;0;0;0,00278;1;123
116;0,0407;0;0;0;0,1429;0;0;0,02586;16,571;0,7069;0;0,8148;0,0345;-0,85714;0,4569;0;0;0;0;0;0,00862;1;124
367;0,0213;0,0769;0;1;0,4615;0,0327;0,00545;0,04632;28,231;0,6485;9520;0,1077;0;-0,69231;0,09264;0,00272;0,0303;0,01362;0,0109;0,00272;0;0;128
1121;0,0284;0;0;1;0,0233;0,00357;0;0,02052;26. Juli;0,5361;142000;0,1667;0,0054;-0,95349;0,26851;0;0;8,90E-04;8,90E-04;0;8,90E-04;0;130
1480;0,0279;0,0156;0,0313;1;0,0156;0,00473;0,00405;0,05405;23,125;0,4858;19300;0,0606;0,0027;-0,67188;0,23986;6,80E-04;0,00971;0,01081;0,00541;0,00541;0,00203;0;133
319;0,0242;0;0,0588;0;0,4706;0,01881;0,00627;0,05956;18,765;0,6364;0;0,0345;0,0031;-0,41176;0,18182;0,00313;0,03571;0,00627;0,00627;0;0,00627;0;134
442;0,048;0;0;1;0,0556;0,01357;0,02715;0,02941;24,556;0,6244;7420;0,1507;0,0023;-0,77778;0,07919;0;0;0,02262;0,00905;0,01357;0,00226;0;135
275;0,0588;0;0;0;0,0833;0,00364;0,00727;0,01091;22,917;0,5673;0;0,1452;0,0036;-0,16667;0,24;0;0;0;0;0;0,00364;1;136
775;0,024;0;0;0;0,0244;0,02065;0,05161;0,04645;18,902;0,5768;0;0,2179;0,0258;-0,41463;0,15355;0,00129;0,02273;0,00258;0;0,00258;0,00258;1;137
227;0,0329;0,0625;0;0;0,0625;0,00441;0;0,00881;14,188;0,6784;0;0,1084;0,0088;-0,5;0,27313;0;0;0;0;0;0,00441;1;138
344;0,0335;0,1429;0;0;0,0714;0,01453;0,00581;0,04942;24,571;0,6017;0;0,7895;0,0116;-0,57143;0,17442;0;0;0;0;0;0,00291;1;139
252;0,0388;0;0;0;0,0667;0,02381;0;0,07143;16. Aug;0,6627;0;0,8684;0,0317;-0,26667;0,15873;0,00397;0,07692;0;0;0;0,00397;1;140
